policy,nodes,tx_packets,rx_packets,bytes_tx,energy_mj,energy_sense_mj,energy_preprocess_mj,energy_infer_mj,energy_consensus_mj,energy_estimate_mj,energy_prediction_mj,energy_tx_mj,energy_rx_mj,energy_idle_mj,precision,recall,f1,dcr,mean_detection_delay_s,pre_event_local_detections,mean_confirmation_delay_s,mean_alert_delay_s,mean_lead_time_s,mean_origin_error_m,mean_speed_error_m_s,mean_eta_error_s,collisions,channel_losses,below_sensitivity,suppressed_tx,radio_control_mode,mean_tx_power_dbm,min_tx_power_dbm,max_tx_power_dbm,mean_power_history_dbm,power_changes,power_increases,power_decreases,mean_feedback_rssi_dbm,mean_feedback_success_rate,radio_backoff_actions,radio_wait_actions,radio_congestion_events,radio_coverage_events,radio_channel_loss_events,node_density_per_m2,mean_nearest_neighbor_m,mean_neighbor_distance_m,mean_pair_distance_m,mean_degree,min_degree,max_degree,isolated_nodes,connected_components,largest_component_fraction,mean_nominal_link_margin_db,min_nominal_link_margin_db,max_nominal_link_margin_db,sensing_radius_m,estimated_sensing_coverage_fraction,algorithm_family,algorithm,ai_compute_scale,area_width_m,area_height_m,channel_model,run,seed
periodic,20,600,600,28800,403.88,31.0,12.4,0.0,0.0,0.0,0.0,249.48,108.0,3.0,1.0,1.0,1.0,1.0,-1.5437,9,,-1.5437,1.5437,,,,6758,145,3897,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-84.1863,0.0875,0,0,0,0,0,8e-05,60.576084959186986,190.8463203400456,244.29852709909625,13.9,7,19,0,1,1.0,5.953493642180172,0.03516146660859931,28.098485234229372,20.0,0.091875,classical_baseline,periodic,0.75,500,500,rician,5,201239
event_driven,20,355,477,17040,279.869,31.0,12.4,0.0,0.0,0.0,0.0,147.609,85.86,3.0,1.0,1.0,1.0,1.0,-1.5437,9,,-1.5437,1.5437,,,,3920,107,2241,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-84.4318,0.05,0,0,0,0,0,8e-05,60.576084959186986,190.8463203400456,244.29852709909625,13.9,7,19,0,1,1.0,5.953493642180172,0.03516146660859931,28.098485234229372,20.0,0.091875,classical_baseline,event_driven,0.75,500,500,rician,5,201239
distributed_edge,20,355,477,17040,349.619,31.0,12.4,69.75,0.0,0.0,0.0,147.609,85.86,3.0,1.0,1.0,1.0,1.0,-1.5397,9,,-1.5397,1.5397,,,,3920,107,2241,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-84.4318,0.05,0,0,0,0,0,8e-05,60.576084959186986,190.8463203400456,244.29852709909625,13.9,7,19,0,1,1.0,5.953493642180172,0.03516146660859931,28.098485234229372,20.0,0.091875,classical_baseline,distributed_edge,0.75,500,500,rician,5,201239
dstep,20,42,256,2016,264.4078,31.0,12.4,69.75,15.75,52.56,16.425,17.4428,46.08,3.0,1.0,1.0,1.0,1.0,-1.5397,9,1.8603,-2.6243,2.6243,183.5852,6.4662,1.6818,185,63,294,256,channel_aware_adaptive,-0.5,-10.0,10.0,0.0,13,6,7,-85.5377,0.4625,21,19,21,6,0,8e-05,60.576084959186986,192.32476396552806,244.29852709909625,12.85,3,19,0,1,1.0,5.820334651859624,0.03516146660859931,28.098485234229372,20.0,0.091875,intelligent_dstep,dstep_full,0.75,500,500,rician,5,201239
periodic,20,600,600,28800,403.88,31.0,12.4,0.0,0.0,0.0,0.0,249.48,108.0,3.0,1.0,1.0,1.0,1.0,-0.4778,3,,-0.4778,0.4778,,,,5630,134,5036,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-84.6841,0.1,0,0,0,0,0,8e-05,64.44954010479236,188.2633355992065,276.52807983969643,11.2,7,18,0,1,1.0,6.122933957222128,0.018864960840204503,39.54533778284918,20.0,0.09125,classical_baseline,periodic,0.75,500,500,rician,6,201240
event_driven,20,338,454,16224,268.6604,31.0,12.4,0.0,0.0,0.0,0.0,140.5404,81.72,3.0,1.0,1.0,1.0,1.0,-0.4778,3,,-0.4778,0.4778,,,,3141,94,2733,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-84.7382,0.1625,0,0,0,0,0,8e-05,64.44954010479236,188.2633355992065,276.52807983969643,11.2,7,18,0,1,1.0,6.122933957222128,0.018864960840204503,39.54533778284918,20.0,0.09125,classical_baseline,event_driven,0.75,500,500,rician,6,201240
distributed_edge,20,338,454,16224,338.4104,31.0,12.4,69.75,0.0,0.0,0.0,140.5404,81.72,3.0,1.0,1.0,1.0,1.0,-0.4738,3,,-0.4738,0.4738,,,,3141,94,2733,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-84.7382,0.1625,0,0,0,0,0,8e-05,64.44954010479236,188.2633355992065,276.52807983969643,11.2,7,18,0,1,1.0,6.122933957222128,0.018864960840204503,39.54533778284918,20.0,0.09125,classical_baseline,distributed_edge,0.75,500,500,rician,6,201240
dstep,20,35,191,1680,244.7616,31.0,12.4,69.75,15.75,48.66,15.2063,14.6154,34.38,3.0,1.0,1.0,1.0,1.0,-0.4738,3,0.3762,-1.92,1.92,206.2214,7.6372,0.7558,145,48,281,191,channel_aware_adaptive,-0.5,-10.0,10.0,-0.3704,7,3,4,-84.0788,0.5125,19,17,19,3,0,8e-05,64.44954010479236,205.1196155459572,276.52807983969643,10.9,2,19,0,1,1.0,6.538382354630707,0.018864960840204503,39.54533778284918,20.0,0.09125,intelligent_dstep,dstep_full,0.75,500,500,rician,6,201240
periodic,20,600,600,28800,403.88,31.0,12.4,0.0,0.0,0.0,0.0,249.48,108.0,3.0,1.0,1.0,1.0,1.0,-0.6671,3,,-0.6671,0.6671,,,,6207,128,4465,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-85.3865,0.125,0,0,0,0,0,8e-05,70.11016998621676,189.8962141202445,259.65673651296015,12.4,7,17,0,1,1.0,5.8708762916382105,0.018088191710944557,30.084239513458712,20.0,0.094375,classical_baseline,periodic,0.75,500,500,rician,7,201241
event_driven,20,359,468,17232,279.9122,31.0,12.4,0.0,0.0,0.0,0.0,149.2722,84.24,3.0,1.0,1.0,1.0,1.0,-0.6671,3,,-0.6671,0.6671,,,,3676,113,2564,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-85.0008,0.0875,0,0,0,0,0,8e-05,70.11016998621676,189.8962141202445,259.65673651296015,12.4,7,17,0,1,1.0,5.8708762916382105,0.018088191710944557,30.084239513458712,20.0,0.094375,classical_baseline,event_driven,0.75,500,500,rician,7,201241
distributed_edge,20,359,468,17232,349.6622,31.0,12.4,69.75,0.0,0.0,0.0,149.2722,84.24,3.0,1.0,1.0,1.0,1.0,-0.6631,3,,-0.6631,0.6631,,,,3676,113,2564,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-85.0008,0.0875,0,0,0,0,0,8e-05,70.11016998621676,189.8962141202445,259.65673651296015,12.4,7,17,0,1,1.0,5.8708762916382105,0.018088191710944557,30.084239513458712,20.0,0.094375,classical_baseline,distributed_edge,0.75,500,500,rician,7,201241
dstep,20,33,189,1584,243.4749,31.0,12.4,69.75,15.75,48.54,15.1688,13.8461,34.02,3.0,1.0,1.0,1.0,1.0,-0.6631,3,0.5869,-2.3031,2.3031,165.5261,5.7832,1.0089,153,40,245,189,channel_aware_adaptive,0.5,-10.0,10.0,0.3448,9,5,4,-85.5499,0.5,18,17,18,5,0,8e-05,70.11016998621676,203.19772968879565,259.65673651296015,12.9,5,19,0,1,1.0,6.228466122166959,0.018088191710944557,30.084239513458712,20.0,0.094375,intelligent_dstep,dstep_full,0.75,500,500,rician,7,201241
periodic,20,600,600,28800,403.88,31.0,12.4,0.0,0.0,0.0,0.0,249.48,108.0,3.0,1.0,1.0,1.0,1.0,0.0025,2,,0.0025,-0.0025,,,,7482,116,3202,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-83.392,0.0875,0,0,0,0,0,8e-05,60.94675889595019,186.12139141335317,221.89886978674278,15.7,10,19,0,1,1.0,6.287949716351621,0.0075758082648178515,26.191188767788248,20.0,0.094375,classical_baseline,periodic,0.75,500,500,rician,8,201242
event_driven,20,365,471,17520,282.947,31.0,12.4,0.0,0.0,0.0,0.0,151.767,84.78,3.0,1.0,1.0,1.0,1.0,0.0025,2,,0.0025,-0.0025,,,,4526,89,1849,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-82.9759,0.0875,0,0,0,0,0,8e-05,60.94675889595019,186.12139141335317,221.89886978674278,15.7,10,19,0,1,1.0,6.287949716351621,0.0075758082648178515,26.191188767788248,20.0,0.094375,classical_baseline,event_driven,0.75,500,500,rician,8,201242
distributed_edge,20,365,471,17520,352.697,31.0,12.4,69.75,0.0,0.0,0.0,151.767,84.78,3.0,1.0,1.0,1.0,1.0,0.0065,2,,0.0065,-0.0065,,,,4526,89,1849,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-82.9759,0.0875,0,0,0,0,0,8e-05,60.94675889595019,186.12139141335317,221.89886978674278,15.7,10,19,0,1,1.0,6.287949716351621,0.0075758082648178515,26.191188767788248,20.0,0.094375,classical_baseline,distributed_edge,0.75,500,500,rician,8,201242
dstep,20,35,211,1680,249.5208,31.0,12.4,69.75,15.75,49.86,15.5813,14.1996,37.98,3.0,1.0,1.0,1.0,1.0,0.0065,2,1.0565,-0.5869,0.5869,125.1014,5.3661,0.9487,183,48,223,211,channel_aware_adaptive,0.0,-10.0,10.0,-0.2778,16,8,8,-86.2467,0.575,18,16,18,8,0,8e-05,60.94675889595019,207.4313619137521,221.89886978674278,14.35,5,19,0,1,1.0,8.729550856723444,0.0075758082648178515,31.1688923603422,20.0,0.094375,intelligent_dstep,dstep_full,0.75,500,500,rician,8,201242
periodic,20,600,600,28800,403.88,31.0,12.4,0.0,0.0,0.0,0.0,249.48,108.0,3.0,1.0,1.0,1.0,1.0,-0.574,3,,-0.574,0.574,,,,5432,136,5232,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-85.1366,0.1375,0,0,0,0,0,8e-05,71.8545721219612,191.46674832085006,283.1094584987984,11.1,4,17,0,1,1.0,6.042597425930229,0.02986411410377343,22.80379917032694,20.0,0.095,classical_baseline,periodic,0.75,500,500,rician,9,201243
event_driven,20,354,473,16992,278.7332,31.0,12.4,0.0,0.0,0.0,0.0,147.1932,85.14,3.0,1.0,1.0,1.0,1.0,-0.574,3,,-0.574,0.574,,,,3075,125,3053,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-85.2109,0.15,0,0,0,0,0,8e-05,71.8545721219612,191.46674832085006,283.1094584987984,11.1,4,17,0,1,1.0,6.042597425930229,0.02986411410377343,22.80379917032694,20.0,0.095,classical_baseline,event_driven,0.75,500,500,rician,9,201243
distributed_edge,20,354,473,16992,348.4832,31.0,12.4,69.75,0.0,0.0,0.0,147.1932,85.14,3.0,1.0,1.0,1.0,1.0,-0.57,3,,-0.57,0.57,,,,3075,125,3053,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-85.2109,0.15,0,0,0,0,0,8e-05,71.8545721219612,191.46674832085006,283.1094584987984,11.1,4,17,0,1,1.0,6.042597425930229,0.02986411410377343,22.80379917032694,20.0,0.095,classical_baseline,distributed_edge,0.75,500,500,rician,9,201243
dstep,20,37,208,1776,250.3246,31.0,12.4,69.75,15.75,49.68,15.525,15.7796,37.44,3.0,1.0,1.0,1.0,1.0,-0.57,3,0.78,-1.9649,1.9649,169.7741,7.5824,1.0634,145,37,313,208,channel_aware_adaptive,0.0,-10.0,10.0,0.3333,10,5,5,-84.061,0.5625,18,16,18,5,0,8e-05,71.8545721219612,225.019291022985,283.1094584987984,11.4,3,19,0,1,1.0,6.990731358510311,0.02986411410377343,23.125808555181038,20.0,0.095,intelligent_dstep,dstep_full,0.75,500,500,rician,9,201243
periodic,20,600,600,28800,403.88,31.0,12.4,0.0,0.0,0.0,0.0,249.48,108.0,3.0,1.0,1.0,1.0,1.0,-0.6237,5,,-0.6237,0.6237,,,,5965,112,4723,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-83.1678,0.1125,0,0,0,0,0,8e-05,55.518295805462614,185.9781891982771,267.8062178445852,11.8,5,18,0,1,1.0,6.499682540195588,0.01863211187868785,40.76848917297197,20.0,0.08875,classical_baseline,periodic,1.0,500,500,rician,0,201234
event_driven,20,365,468,17520,282.407,31.0,12.4,0.0,0.0,0.0,0.0,151.767,84.24,3.0,1.0,1.0,1.0,1.0,-0.6237,5,,-0.6237,0.6237,,,,3600,97,2770,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-83.4811,0.075,0,0,0,0,0,8e-05,55.518295805462614,185.9781891982771,267.8062178445852,11.8,5,18,0,1,1.0,6.499682540195588,0.01863211187868785,40.76848917297197,20.0,0.08875,classical_baseline,event_driven,1.0,500,500,rician,0,201234
distributed_edge,20,365,468,17520,375.407,31.0,12.4,93.0,0.0,0.0,0.0,151.767,84.24,3.0,1.0,1.0,1.0,1.0,-0.6197,5,,-0.6197,0.6197,,,,3600,97,2770,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-83.4811,0.075,0,0,0,0,0,8e-05,55.518295805462614,185.9781891982771,267.8062178445852,11.8,5,18,0,1,1.0,6.499682540195588,0.01863211187868785,40.76848917297197,20.0,0.08875,classical_baseline,distributed_edge,1.0,500,500,rician,0,201234
dstep,20,41,254,1968,315.1873,31.0,12.4,93.0,21.0,69.92,21.85,17.2973,45.72,3.0,1.0,1.0,1.0,1.0,-0.6197,5,0.6803,-2.5574,2.5574,193.3019,7.2516,1.0882,143,60,322,254,channel_aware_adaptive,0.0,-10.0,10.0,0.5263,18,9,9,-83.6721,0.5,19,17,19,9,0,8e-05,55.518295805462614,192.81204696333452,267.8062178445852,11.7,3,19,0,1,1.0,8.087792377997125,0.10266404269097507,30.768489172971968,20.0,0.08875,intelligent_dstep,dstep_full,1.0,500,500,rician,0,201234
periodic,20,600,600,28800,403.88,31.0,12.4,0.0,0.0,0.0,0.0,249.48,108.0,3.0,1.0,1.0,1.0,1.0,-0.2967,5,,-0.2967,0.2967,,,,5546,155,5099,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-85.3735,0.0625,0,0,0,0,0,8e-05,64.6407028019785,196.51964128636098,281.8498367207103,11.6,4,18,0,1,1.0,5.523809306329545,0.006243851079631213,24.830824604997233,20.0,0.090625,classical_baseline,periodic,1.0,500,500,rician,1,201235
event_driven,20,353,477,16944,279.0374,31.0,12.4,0.0,0.0,0.0,0.0,146.7774,85.86,3.0,1.0,1.0,1.0,1.0,-0.2967,5,,-0.2967,0.2967,,,,3146,136,2948,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-86.2949,0.0875,0,0,0,0,0,8e-05,64.6407028019785,196.51964128636098,281.8498367207103,11.6,4,18,0,1,1.0,5.523809306329545,0.006243851079631213,24.830824604997233,20.0,0.090625,classical_baseline,event_driven,1.0,500,500,rician,1,201235
distributed_edge,20,353,477,16944,372.0374,31.0,12.4,93.0,0.0,0.0,0.0,146.7774,85.86,3.0,1.0,1.0,1.0,1.0,-0.2927,5,,-0.2927,0.2927,,,,3146,136,2948,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-86.2949,0.0875,0,0,0,0,0,8e-05,64.6407028019785,196.51964128636098,281.8498367207103,11.6,4,18,0,1,1.0,5.523809306329545,0.006243851079631213,24.830824604997233,20.0,0.090625,classical_baseline,distributed_edge,1.0,500,500,rician,1,201235
dstep,20,35,205,1680,298.7067,31.0,12.4,93.0,21.0,66.0,20.625,14.7817,36.9,3.0,1.0,1.0,1.0,1.0,-0.2927,5,1.0573,-2.7345,2.7345,315.0133,10.3566,7.2369,113,57,290,205,channel_aware_adaptive,1.5,-10.0,20.0,1.2903,11,7,4,-85.3937,0.5125,16,14,16,7,0,8e-05,64.6407028019785,229.43137807912407,281.8498367207103,12.1,3,19,0,1,1.0,8.4606722676865,0.10659706837864746,28.61969258190885,20.0,0.090625,intelligent_dstep,dstep_full,1.0,500,500,rician,1,201235
periodic,20,600,600,28800,403.88,31.0,12.4,0.0,0.0,0.0,0.0,249.48,108.0,3.0,1.0,1.0,1.0,1.0,-0.2196,3,,-0.2196,0.2196,,,,6053,142,4605,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-83.6207,0.125,0,0,0,0,0,8e-05,52.167635712278,180.21591725927712,262.67997735510255,12.2,4,18,0,1,1.0,6.911622688547692,0.017629434276074107,31.845640953772573,20.0,0.090625,classical_baseline,periodic,1.0,500,500,rician,2,201236
event_driven,20,329,454,15792,264.9182,31.0,12.4,0.0,0.0,0.0,0.0,136.7982,81.72,3.0,1.0,1.0,1.0,1.0,-0.2196,3,,-0.2196,0.2196,,,,3187,124,2486,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-83.4396,0.1625,0,0,0,0,0,8e-05,52.167635712278,180.21591725927712,262.67997735510255,12.2,4,18,0,1,1.0,6.911622688547692,0.017629434276074107,31.845640953772573,20.0,0.090625,classical_baseline,event_driven,1.0,500,500,rician,2,201236
distributed_edge,20,329,454,15792,357.9182,31.0,12.4,93.0,0.0,0.0,0.0,136.7982,81.72,3.0,1.0,1.0,1.0,1.0,-0.2156,3,,-0.2156,0.2156,,,,3187,124,2486,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-83.4396,0.1625,0,0,0,0,0,8e-05,52.167635712278,180.21591725927712,262.67997735510255,12.2,4,18,0,1,1.0,6.911622688547692,0.017629434276074107,31.845640953772573,20.0,0.090625,classical_baseline,distributed_edge,1.0,500,500,rician,2,201236
dstep,20,33,184,1584,291.5782,31.0,12.4,93.0,21.0,64.32,20.1,13.6382,33.12,3.0,1.0,1.0,1.0,1.0,-0.2156,3,0.5344,-2.9096,2.9096,201.5582,5.5048,1.0234,133,38,272,184,channel_aware_adaptive,-2.5,-10.0,10.0,-1.3514,17,6,11,-84.314,0.45,17,15,17,6,0,8e-05,52.167635712278,192.6422306360252,262.67997735510255,10.25,3,19,0,1,1.0,6.546474563511612,0.017629434276074107,24.373145250830532,20.0,0.090625,intelligent_dstep,dstep_full,1.0,500,500,rician,2,201236
periodic,20,600,600,28800,403.88,31.0,12.4,0.0,0.0,0.0,0.0,249.48,108.0,3.0,1.0,1.0,1.0,1.0,-1.1147,6,,-1.1147,1.1147,,,,5589,132,5079,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-85.064,0.125,0,0,0,0,0,8e-05,65.27461758268645,185.39431194248593,281.36207302695254,11.5,3,17,0,1,1.0,6.321313628082882,0.0416529260268419,26.181185270369568,20.0,0.0925,classical_baseline,periodic,1.0,500,500,rician,3,201237
event_driven,20,326,424,15648,258.2708,31.0,12.4,0.0,0.0,0.0,0.0,135.5508,76.32,3.0,1.0,1.0,1.0,1.0,-1.1147,6,,-1.1147,1.1147,,,,2883,88,2799,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-85.1662,0.0875,0,0,0,0,0,8e-05,65.27461758268645,185.39431194248593,281.36207302695254,11.5,3,17,0,1,1.0,6.321313628082882,0.0416529260268419,26.181185270369568,20.0,0.0925,classical_baseline,event_driven,1.0,500,500,rician,3,201237
distributed_edge,20,326,424,15648,351.2708,31.0,12.4,93.0,0.0,0.0,0.0,135.5508,76.32,3.0,1.0,1.0,1.0,1.0,-1.1107,6,,-1.1107,1.1107,,,,2883,88,2799,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-85.1662,0.0875,0,0,0,0,0,8e-05,65.27461758268645,185.39431194248593,281.36207302695254,11.5,3,17,0,1,1.0,6.321313628082882,0.0416529260268419,26.181185270369568,20.0,0.0925,classical_baseline,distributed_edge,1.0,500,500,rician,3,201237
dstep,20,41,226,1968,306.7083,31.0,12.4,93.0,21.0,67.68,21.15,16.7983,40.68,3.0,1.0,1.0,1.0,1.0,-1.1107,6,1.3393,-1.6536,1.6536,280.674,16.6697,3.3845,144,54,355,226,channel_aware_adaptive,1.0,-10.0,10.0,0.3125,12,7,5,-86.0788,0.5625,19,18,19,7,0,8e-05,65.27461758268645,217.5319987827816,281.36207302695254,12.45,3,19,0,1,1.0,7.492894714235773,0.0416529260268419,26.181185270369568,20.0,0.0925,intelligent_dstep,dstep_full,1.0,500,500,rician,3,201237
periodic,20,600,600,28800,403.88,31.0,12.4,0.0,0.0,0.0,0.0,249.48,108.0,3.0,1.0,1.0,1.0,1.0,-0.73,5,,-0.73,0.73,,,,6066,123,4611,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-84.1253,0.1,0,0,0,0,0,8e-05,62.16941314440099,189.62864592636222,263.7448781214433,12.6,5,18,0,1,1.0,6.119662274127195,0.0014824733092950737,23.687996269349995,20.0,0.095,classical_baseline,periodic,1.0,500,500,rician,4,201238
event_driven,20,323,456,15504,262.7834,31.0,12.4,0.0,0.0,0.0,0.0,134.3034,82.08,3.0,1.0,1.0,1.0,1.0,-0.73,5,,-0.73,0.73,,,,3068,111,2502,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-84.4578,0.1125,0,0,0,0,0,8e-05,62.16941314440099,189.62864592636222,263.7448781214433,12.6,5,18,0,1,1.0,6.119662274127195,0.0014824733092950737,23.687996269349995,20.0,0.095,classical_baseline,event_driven,1.0,500,500,rician,4,201238
distributed_edge,20,323,456,15504,355.7834,31.0,12.4,93.0,0.0,0.0,0.0,134.3034,82.08,3.0,1.0,1.0,1.0,1.0,-0.726,5,,-0.726,0.726,,,,3068,111,2502,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-84.4578,0.1125,0,0,0,0,0,8e-05,62.16941314440099,189.62864592636222,263.7448781214433,12.6,5,18,0,1,1.0,6.119662274127195,0.0014824733092950737,23.687996269349995,20.0,0.095,classical_baseline,distributed_edge,1.0,500,500,rician,4,201238
dstep,20,36,163,1728,287.0485,31.0,12.4,93.0,21.0,62.64,19.575,15.0935,29.34,3.0,1.0,1.0,1.0,1.0,-0.726,5,1.474,0.1822,-0.1822,240.6723,8.4514,1.7748,191,41,289,163,channel_aware_adaptive,1.0,-10.0,10.0,0.6667,10,6,4,-84.9357,0.325,21,21,21,6,0,8e-05,62.16941314440099,230.20815649326218,263.7448781214433,13.8,4,19,0,1,1.0,7.497593789883065,0.0014824733092950737,29.027847366964053,20.0,0.095,intelligent_dstep,dstep_full,1.0,500,500,rician,4,201238
periodic,20,600,600,28800,403.88,31.0,12.4,0.0,0.0,0.0,0.0,249.48,108.0,3.0,1.0,1.0,1.0,1.0,-1.5437,9,,-1.5437,1.5437,,,,6758,145,3897,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-84.1863,0.0875,0,0,0,0,0,8e-05,60.576084959186986,190.8463203400456,244.29852709909625,13.9,7,19,0,1,1.0,5.953493642180172,0.03516146660859931,28.098485234229372,20.0,0.091875,classical_baseline,periodic,1.0,500,500,rician,5,201239
event_driven,20,355,477,17040,279.869,31.0,12.4,0.0,0.0,0.0,0.0,147.609,85.86,3.0,1.0,1.0,1.0,1.0,-1.5437,9,,-1.5437,1.5437,,,,3920,107,2241,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-84.4318,0.05,0,0,0,0,0,8e-05,60.576084959186986,190.8463203400456,244.29852709909625,13.9,7,19,0,1,1.0,5.953493642180172,0.03516146660859931,28.098485234229372,20.0,0.091875,classical_baseline,event_driven,1.0,500,500,rician,5,201239
distributed_edge,20,355,477,17040,372.869,31.0,12.4,93.0,0.0,0.0,0.0,147.609,85.86,3.0,1.0,1.0,1.0,1.0,-1.5397,9,,-1.5397,1.5397,,,,3920,107,2241,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-84.4318,0.05,0,0,0,0,0,8e-05,60.576084959186986,190.8463203400456,244.29852709909625,13.9,7,19,0,1,1.0,5.953493642180172,0.03516146660859931,28.098485234229372,20.0,0.091875,classical_baseline,distributed_edge,1.0,500,500,rician,5,201239
dstep,20,42,256,2016,315.9028,31.0,12.4,93.0,21.0,70.08,21.9,17.4428,46.08,3.0,1.0,1.0,1.0,1.0,-1.5397,9,1.8603,-2.6243,2.6243,183.5852,6.4662,1.6818,185,63,294,256,channel_aware_adaptive,-0.5,-10.0,10.0,0.0,13,6,7,-85.5377,0.4625,21,19,21,6,0,8e-05,60.576084959186986,192.32476396552806,244.29852709909625,12.85,3,19,0,1,1.0,5.820334651859624,0.03516146660859931,28.098485234229372,20.0,0.091875,intelligent_dstep,dstep_full,1.0,500,500,rician,5,201239
periodic,20,600,600,28800,403.88,31.0,12.4,0.0,0.0,0.0,0.0,249.48,108.0,3.0,1.0,1.0,1.0,1.0,-0.4778,3,,-0.4778,0.4778,,,,5630,134,5036,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-84.6841,0.1,0,0,0,0,0,8e-05,64.44954010479236,188.2633355992065,276.52807983969643,11.2,7,18,0,1,1.0,6.122933957222128,0.018864960840204503,39.54533778284918,20.0,0.09125,classical_baseline,periodic,1.0,500,500,rician,6,201240
event_driven,20,338,454,16224,268.6604,31.0,12.4,0.0,0.0,0.0,0.0,140.5404,81.72,3.0,1.0,1.0,1.0,1.0,-0.4778,3,,-0.4778,0.4778,,,,3141,94,2733,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-84.7382,0.1625,0,0,0,0,0,8e-05,64.44954010479236,188.2633355992065,276.52807983969643,11.2,7,18,0,1,1.0,6.122933957222128,0.018864960840204503,39.54533778284918,20.0,0.09125,classical_baseline,event_driven,1.0,500,500,rician,6,201240
distributed_edge,20,338,454,16224,361.6604,31.0,12.4,93.0,0.0,0.0,0.0,140.5404,81.72,3.0,1.0,1.0,1.0,1.0,-0.4738,3,,-0.4738,0.4738,,,,3141,94,2733,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-84.7382,0.1625,0,0,0,0,0,8e-05,64.44954010479236,188.2633355992065,276.52807983969643,11.2,7,18,0,1,1.0,6.122933957222128,0.018864960840204503,39.54533778284918,20.0,0.09125,classical_baseline,distributed_edge,1.0,500,500,rician,6,201240
dstep,20,35,191,1680,294.5504,31.0,12.4,93.0,21.0,64.88,20.275,14.6154,34.38,3.0,1.0,1.0,1.0,1.0,-0.4738,3,0.3762,-1.92,1.92,206.2214,7.6372,0.7558,145,48,281,191,channel_aware_adaptive,-0.5,-10.0,10.0,-0.3704,7,3,4,-84.0788,0.5125,19,17,19,3,0,8e-05,64.44954010479236,205.1196155459572,276.52807983969643,10.9,2,19,0,1,1.0,6.538382354630707,0.018864960840204503,39.54533778284918,20.0,0.09125,intelligent_dstep,dstep_full,1.0,500,500,rician,6,201240
periodic,20,600,600,28800,403.88,31.0,12.4,0.0,0.0,0.0,0.0,249.48,108.0,3.0,1.0,1.0,1.0,1.0,-0.6671,3,,-0.6671,0.6671,,,,6207,128,4465,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-85.3865,0.125,0,0,0,0,0,8e-05,70.11016998621676,189.8962141202445,259.65673651296015,12.4,7,17,0,1,1.0,5.8708762916382105,0.018088191710944557,30.084239513458712,20.0,0.094375,classical_baseline,periodic,1.0,500,500,rician,7,201241
event_driven,20,359,468,17232,279.9122,31.0,12.4,0.0,0.0,0.0,0.0,149.2722,84.24,3.0,1.0,1.0,1.0,1.0,-0.6671,3,,-0.6671,0.6671,,,,3676,113,2564,0,fixed,0.0,0.0,0.0,0.0,0,0,0,-85.0008,0.0875,0,0,0,0,0,8e-05,70.11016998621676,189.8962141202445,259.65673651296015,12.4,7,17,0,1,1.0,5.8708762916382105,0.018088191710944557,30.084239513458712,20.0,0.094375,classical_baseline,event_driven,1.0,500,500,rician,7,201241
